!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'					
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Compound:Identifiers:kegg.compound
Michaelis constant	R_3OAS80	M_co2_c	0.008944	mM	compou
Michaelis constant	R_3OAS100	M_co2_c	0.008932	mM	compou
Michaelis constant	R_3OAS120	M_co2_c	0.008974	mM	compou
Michaelis constant	R_3OAS180	M_co2_c	0.006107	mM	compou
Michaelis constant	R_RBIO	M_co2_c	0.001912	mM	compou
Michaelis constant	R_PItex	M_pi_p	0.08845	mM	compou
Michaelis constant	R_PIt2rpp	M_pi_p	0.01233	mM	compou
Michaelis constant	R_PItpp	M_pi_p	0.0016	mM	compou
Michaelis constant	R_EX_fum_e	M_fum_e	0.02144	mM	compou
Michaelis constant	R_FUMtex	M_fum_e	0.01151	mM	compou
Michaelis constant	R_EX_acald_e	M_acald_e	0.01716	mM	compou
Michaelis constant	R_ACALDtex	M_acald_e	0.0141	mM	compou
Michaelis constant	R_ETOHtex	M_etoh_p	0.004277	mM	compou
Michaelis constant	R_ETOHtrpp	M_etoh_p	0.02352	mM	compou
Michaelis constant	R_GTHOr	M_gthox_c	0.006818	mM	compou
Michaelis constant	R_GRXR	M_gthox_c	0.01632	mM	compou
Michaelis constant	R_GARFT	M_gar_c	0.004966	mM	compou
Michaelis constant	R_PRAGSr	M_gar_c	0.6045	mM	compou
Michaelis constant	R_3HAD40	M_3haACP_c	0.007103	mM	compou
Michaelis constant	R_3OAR40	M_3haACP_c	0.006041	mM	compou
Michaelis constant	R_3OAR80	M_3ooctACP_c	0.01162	mM	compou
Michaelis constant	R_3OAS80	M_3ooctACP_c	0.008944	mM	compou
Michaelis constant	R_3OAS141	M_3ocmrs7eACP_c	0.005514	mM	
Michaelis constant	R_3OAR141	M_3ocmrs7eACP_c	0.02523	mM	
Michaelis constant	R_AGPR	M_acg5p_c	0.317	mM	compou
Michaelis constant	R_ACGK	M_acg5p_c	0.05626	mM	compou
Michaelis constant	R_ASPK	M_4pasp_c	0.1277	mM	compou
Michaelis constant	R_ASAD	M_4pasp_c	1.164	mM	compou
Michaelis constant	R_G5SD	M_glu5p_c	0.03808	mM	compou
Michaelis constant	R_GLU5K	M_glu5p_c	0.003372	mM	compou
Michaelis constant	R_H2Otex	M_h2o_e	0.002687	mM	compou
Michaelis constant	R_EX_h2o_e	M_h2o_e	0.106	mM	compou
Michaelis constant	R_DHDPRy	M_23dhdp_c	0.04333	mM	compou
Michaelis constant	R_DHDPS	M_23dhdp_c	5.344	mM	compou
Michaelis constant	R_ILETA	M_3mop_c	0.3396	mM	compou
Michaelis constant	R_DHAD2	M_3mop_c	8.002	mM	compou
Michaelis constant	R_NDPK5	M_dgtp_c	0.01083	mM	compou
Michaelis constant	R_RNTR2c2	M_dgtp_c	0.009763	mM	compou
Michaelis constant	R_RBIO	M_dgtp_c	0.0523	mM	compou
Michaelis constant	R_EX_rib__D_e	M_rib__D_e	0.01964	mM	compou
Michaelis constant	R_RIBtex	M_rib__D_e	0.01247	mM	compou
Michaelis constant	R_ADSS	M_dcamp_c	0.2732	mM	compou
Michaelis constant	R_ADSL1r	M_dcamp_c	0.001814	mM	compou
Michaelis constant	R_AACPS1	M_myrsACP_c	0.02062	mM	
Michaelis constant	R_EAR140x	M_myrsACP_c	0.006427	mM	
Michaelis constant	R_3OAS160	M_myrsACP_c	0.01174	mM	
Michaelis constant	R_EAR140y	M_myrsACP_c	0.004562	mM	
Michaelis constant	R_FA140ACPHi	M_myrsACP_c	0.001936	mM	
Michaelis constant	R_KAS14	M_ACP_c	0.00727	mM	compou
Michaelis constant	R_AACPS1	M_ACP_c	0.004849	mM	compou
Michaelis constant	R_MCOATA	M_ACP_c	0.005342	mM	compou
Michaelis constant	R_AACPS3	M_ACP_c	0.003633	mM	compou
Michaelis constant	R_ACOATA	M_ACP_c	0.01349	mM	compou
Michaelis constant	R_AACPS8	M_ACP_c	0.0028	mM	compou
Michaelis constant	R_AACPS9	M_ACP_c	0.01298	mM	compou
Michaelis constant	R_AACPS6	M_ACP_c	0.005869	mM	compou
Michaelis constant	R_AACPS7	M_ACP_c	0.005511	mM	compou
Michaelis constant	R_3OAS161	M_ACP_c	0.005494	mM	compou
Michaelis constant	R_3OAS141	M_ACP_c	0.005514	mM	compou
Michaelis constant	R_3OAS181	M_ACP_c	0.005074	mM	compou
Michaelis constant	R_3OAS140	M_ACP_c	0.008076	mM	compou
Michaelis constant	R_3OAS60	M_ACP_c	0.008755	mM	compou
Michaelis constant	R_3OAS160	M_ACP_c	0.008518	mM	compou
Michaelis constant	R_3OAS121	M_ACP_c	0.005524	mM	compou
Michaelis constant	R_3OAS80	M_ACP_c	0.008944	mM	compou
Michaelis constant	R_3OAS100	M_ACP_c	0.008932	mM	compou
Michaelis constant	R_3OAS120	M_ACP_c	0.008974	mM	compou
Michaelis constant	R_3OAS180	M_ACP_c	0.006107	mM	compou
Michaelis constant	R_FA160ACPHi	M_ACP_c	0.05783	mM	compou
Michaelis constant	R_FA120ACPHi	M_ACP_c	0.04911	mM	compou
Michaelis constant	R_FA80ACPHi	M_ACP_c	0.03521	mM	compou
Michaelis constant	R_FA140ACPHi	M_ACP_c	0.05166	mM	compou
Michaelis constant	R_FA100ACPHi	M_ACP_c	0.06359	mM	compou
Michaelis constant	R_ACPPAT161	M_ACP_c	0.005227	mM	compou
Michaelis constant	R_ACPPAT180	M_ACP_c	0.00928	mM	compou
Michaelis constant	R_ACPPAT181	M_ACP_c	0.005171	mM	compou
Michaelis constant	R_RBIO	M_ACP_c	0.001912	mM	compou
Michaelis constant	R_AACPS3	M_palmACP_c	0.02753	mM	
Michaelis constant	R_EAR160y	M_palmACP_c	0.004306	mM	
Michaelis constant	R_EAR160x	M_palmACP_c	0.006467	mM	
Michaelis constant	R_3OAS180	M_palmACP_c	0.01637	mM	
Michaelis constant	R_FA160ACPHi	M_palmACP_c	0.001729	mM	
Michaelis constant	R_RBIO	M_palmACP_c	0.0523	mM	
Michaelis constant	R_HSST	M_succoa_c	0.1117	mM	compou
Michaelis constant	R_AKGDH	M_succoa_c	0.04384	mM	compou
Michaelis constant	R_THDPS	M_succoa_c	0.000883	mM	compou
Michaelis constant	R_SUCOAS	M_succoa_c	0.06562	mM	compou
Michaelis constant	R_XYLI1	M_xyl__D_c	0.02155	mM	compou
Michaelis constant	R_XYLt2pp	M_xyl__D_c	0.003343	mM	compou
Michaelis constant	R_EX_for_e	M_for_e	0.02251	mM	compou
Michaelis constant	R_FORtex	M_for_e	0.01101	mM	compou
substrate catalytic rate constant	R_NDPK5		1.526	1/s	
substrate catalytic rate constant	R_SHK3Dr		1.233	1/s	
substrate catalytic rate constant	R_NDPK6		2.447	1/s	
substrate catalytic rate constant	R_NDPK8		0.7787	1/s	
substrate catalytic rate constant	R_DHORTS		11.61	1/s	
substrate catalytic rate constant	R_OMPDC		5.481	1/s	
substrate catalytic rate constant	R_G5SD		4.348	1/s	
substrate catalytic rate constant	R_CS		63.59	1/s	
substrate catalytic rate constant	R_ICDHyr		1.643	1/s	
substrate catalytic rate constant	R_ACALD		6.194	1/s	
substrate catalytic rate constant	R_PPA		106.1	1/s	
substrate catalytic rate constant	R_PPCK		26.7	1/s	
substrate catalytic rate constant	R_ME1		40.17	1/s	
substrate catalytic rate constant	R_ALATA_L		9.443	1/s	
substrate catalytic rate constant	R_XYLK		1804	1/s	
substrate catalytic rate constant	R_RBK		539.4	1/s	
substrate catalytic rate constant	R_GLYK		93.79	1/s	
substrate catalytic rate constant	R_ASPTA		19.11	1/s	
substrate catalytic rate constant	R_FBP		16.15	1/s	
substrate catalytic rate constant	R_EX_pi_e		0.8651	1/s	
substrate catalytic rate constant	R_PYK		7.21	1/s	
substrate catalytic rate constant	R_EX_co2_e		0.1762	1/s	
substrate catalytic rate constant	R_GTHOr		0.6944	1/s	
substrate catalytic rate constant	R_ILETA		6.37	1/s	
substrate catalytic rate constant	R_DHORD5		214.8	1/s	
substrate catalytic rate constant	R_VALTA		17.08	1/s	
substrate catalytic rate constant	R_IPPMIb		5.163	1/s	
substrate catalytic rate constant	R_ORPT		80.13	1/s	
substrate catalytic rate constant	R_ACHBS		81.99	1/s	
substrate catalytic rate constant	R_DHAD2		914.9	1/s	
substrate catalytic rate constant	R_ACLS		50.52	1/s	
substrate catalytic rate constant	R_TRPS2		179.2	1/s	
substrate catalytic rate constant	R_PSCVT		8.291	1/s	
substrate catalytic rate constant	R_PFL		226.8	1/s	
substrate catalytic rate constant	R_ANS		110100	1/s	
substrate catalytic rate constant	R_FRD2		10	1/s	
substrate catalytic rate constant	R_ANPRT		1389	1/s	
substrate catalytic rate constant	R_CHORM		1282000	1/s	
substrate catalytic rate constant	R_PTAr		25.58	1/s	
substrate catalytic rate constant	R_CHORS		2974	1/s	
substrate catalytic rate constant	R_IGPS		1933	1/s	
substrate catalytic rate constant	R_ACKr		139.3	1/s	
substrate catalytic rate constant	R_LEUTAi		0.7753	1/s	
substrate catalytic rate constant	R_EX_glcn_e		15.1	1/s	
substrate catalytic rate constant	R_EX_h_e		0.04952	1/s	
substrate catalytic rate constant	R_EX_gln__L_e		3.317	1/s	
substrate catalytic rate constant	R_EX_glyc_e		10.29	1/s	
substrate catalytic rate constant	R_EX_ac_e		3.622	1/s	
substrate catalytic rate constant	R_EX_akg_e		3.548	1/s	
substrate catalytic rate constant	R_EX_pyr_e		8.814	1/s	
substrate catalytic rate constant	R_EX_succ_e		3.407	1/s	
substrate catalytic rate constant	R_EX_rib__D_e		7.838	1/s	
substrate catalytic rate constant	R_EX_fum_e		7.284	1/s	
substrate catalytic rate constant	R_EX_glu__L_e		3.528	1/s	
substrate catalytic rate constant	R_ENO		52.96	1/s	
substrate catalytic rate constant	R_FBA		40.96	1/s	
substrate catalytic rate constant	R_HCO3E		3.465	1/s	
substrate catalytic rate constant	R_IMPC		8.525	1/s	
substrate catalytic rate constant	R_IMPD		6.497	1/s	
substrate catalytic rate constant	R_PPS		25.15	1/s	
substrate catalytic rate constant	R_PGI		84.85	1/s	
substrate catalytic rate constant	R_PGK		114	1/s	
substrate catalytic rate constant	R_PGL		46.11	1/s	
substrate catalytic rate constant	R_RPE		2.201	1/s	
substrate catalytic rate constant	R_DHQTi		609.5	1/s	
substrate catalytic rate constant	R_IPMD		330.3	1/s	
substrate catalytic rate constant	R_AIRC3		28.92	1/s	
substrate catalytic rate constant	R_TALA		1.682	1/s	
substrate catalytic rate constant	R_ADSL2r		1.216	1/s	
substrate catalytic rate constant	R_TKT1		2.476	1/s	
substrate catalytic rate constant	R_RNDR1		295.1	1/s	
substrate catalytic rate constant	R_ALCD2x		1.483	1/s	
substrate catalytic rate constant	R_RNDR3		229.5	1/s	
substrate catalytic rate constant	R_RNDR4		384.7	1/s	
substrate catalytic rate constant	R_TMDS		128.7	1/s	
substrate catalytic rate constant	R_EX_glc__D_e		6.908	1/s	
substrate catalytic rate constant	R_DHAD1		791.1	1/s	
substrate catalytic rate constant	R_IPPMIa		5.6	1/s	
substrate catalytic rate constant	R_MDH		2.986	1/s	
substrate catalytic rate constant	R_FUM		1.348	1/s	
substrate catalytic rate constant	R_EX_fru_e		7.478	1/s	
substrate catalytic rate constant	R_EX_xyl__D_e		60.99	1/s	
substrate catalytic rate constant	R_KARA1		1.636	1/s	
substrate catalytic rate constant	R_KARA2		0.7536	1/s	
substrate catalytic rate constant	R_EX_for_e		6.994	1/s	
substrate catalytic rate constant	R_ACCOAC		22.71	1/s	
substrate catalytic rate constant	R_KAS14		12.56	1/s	
substrate catalytic rate constant	R_ARGSS		19.13	1/s	
substrate catalytic rate constant	R_AGPR		10.07	1/s	
substrate catalytic rate constant	R_ICL		16.74	1/s	
substrate catalytic rate constant	R_EX_acald_e		8.777	1/s	
substrate catalytic rate constant	R_GLYCL		14.88	1/s	
substrate catalytic rate constant	R_XYLI1		1.176	1/s	
substrate catalytic rate constant	R_PPC		158.4	1/s	
substrate catalytic rate constant	R_G3PT		16.71	1/s	
substrate catalytic rate constant	R_SADT2		6.335	1/s	
substrate catalytic rate constant	R_AACPS1		42.02	1/s	
substrate catalytic rate constant	R_GHMT2r		2.725	1/s	
substrate catalytic rate constant	R_DHORD2		6628	1/s	
substrate catalytic rate constant	R_SDPDS		9.31	1/s	
substrate catalytic rate constant	R_EX_lac__D_e		12.37	1/s	
substrate catalytic rate constant	R_UMPK		2.125	1/s	
substrate catalytic rate constant	R_CTPS2		85.86	1/s	
substrate catalytic rate constant	R_NDPK7		2.408	1/s	
substrate catalytic rate constant	R_TRPS3		19.49	1/s	
substrate catalytic rate constant	R_ADK1		2.034	1/s	
substrate catalytic rate constant	R_NDPK2		3.694	1/s	
substrate catalytic rate constant	R_NDPK4		2.423	1/s	
substrate catalytic rate constant	R_ACODA		26.31	1/s	
substrate catalytic rate constant	R_ADSS		168.1	1/s	
substrate catalytic rate constant	R_ASNS2		104.3	1/s	
substrate catalytic rate constant	R_ASPCT		869.6	1/s	
substrate catalytic rate constant	R_MCOATA		0.8887	1/s	
substrate catalytic rate constant	R_DAPE		3.677	1/s	
substrate catalytic rate constant	R_DHDPRy		4.075	1/s	
substrate catalytic rate constant	R_HSK		3712	1/s	
substrate catalytic rate constant	R_SDPTA		3.69	1/s	
substrate catalytic rate constant	R_THRS		186.5	1/s	
substrate catalytic rate constant	R_HSST		2896	1/s	
substrate catalytic rate constant	R_PPNDH		1929	1/s	
substrate catalytic rate constant	R_DTMPK		1.319	1/s	
substrate catalytic rate constant	R_NDPK1		1.237	1/s	
substrate catalytic rate constant	R_TRDR		1.534	1/s	
substrate catalytic rate constant	R_DDPA		1515	1/s	
substrate catalytic rate constant	R_MALS		41.32	1/s	
substrate catalytic rate constant	R_NADTRHD		6.421	1/s	
substrate catalytic rate constant	R_G3PD2		41.89	1/s	
substrate catalytic rate constant	R_GMPS2		23.89	1/s	
substrate catalytic rate constant	R_AACPS3		37.22	1/s	
substrate catalytic rate constant	R_P5CR		3.308	1/s	
substrate catalytic rate constant	R_G5SADs		510.5	1/s	
substrate catalytic rate constant	R_AKGDH		21.47	1/s	
substrate catalytic rate constant	R_ATPPRT		216.2	1/s	
substrate catalytic rate constant	R_HISTD		59.8	1/s	
substrate catalytic rate constant	R_DHDPS		821.9	1/s	
substrate catalytic rate constant	R_IGPDH		766.5	1/s	
substrate catalytic rate constant	R_PRPPS		14.64	1/s	
substrate catalytic rate constant	R_PRATPP		181	1/s	
substrate catalytic rate constant	R_GLUN		15.35	1/s	
substrate catalytic rate constant	R_PRMICI		1.766	1/s	
substrate catalytic rate constant	R_GLUPRT		2276	1/s	
substrate catalytic rate constant	R_SERAT		3.597	1/s	
substrate catalytic rate constant	R_CYSS		3312	1/s	
substrate catalytic rate constant	R_BPNT		25.33	1/s	
substrate catalytic rate constant	R_PAPSR		409	1/s	
substrate catalytic rate constant	R_ASPK		1.366	1/s	
substrate catalytic rate constant	R_ASAD		16.82	1/s	
substrate catalytic rate constant	R_DAPDC		60.84	1/s	
substrate catalytic rate constant	R_OCBT		2.319	1/s	
substrate catalytic rate constant	R_GARFT		11.12	1/s	
substrate catalytic rate constant	R_PHETA1		10.64	1/s	
substrate catalytic rate constant	R_PPND		2337	1/s	
substrate catalytic rate constant	R_PRAMPC		162.1	1/s	
substrate catalytic rate constant	R_GLYCK2		69.29	1/s	
substrate catalytic rate constant	R_ACOTA		4.663	1/s	
substrate catalytic rate constant	R_SULR		14.69	1/s	
substrate catalytic rate constant	R_PRAGSr		2.435	1/s	
substrate catalytic rate constant	R_PRFGS		23.37	1/s	
substrate catalytic rate constant	R_PSERT		15.42	1/s	
substrate catalytic rate constant	R_AIRC2		214	1/s	
substrate catalytic rate constant	R_GAPD		30.06	1/s	
substrate catalytic rate constant	R_GND		21.56	1/s	
substrate catalytic rate constant	R_G6PDH2r		4.72	1/s	
substrate catalytic rate constant	R_ME2		38.72	1/s	
substrate catalytic rate constant	R_ARGSL		3.671	1/s	
substrate catalytic rate constant	R_CBPS		345.5	1/s	
substrate catalytic rate constant	R_GLU5K		4.864	1/s	
substrate catalytic rate constant	R_IPPS		49.34	1/s	
substrate catalytic rate constant	R_ACOATA		0.8589	1/s	
substrate catalytic rate constant	R_ACtex		23.15	1/s	
substrate catalytic rate constant	R_ACALDtex		10.34	1/s	
substrate catalytic rate constant	R_PSP_L		14.06	1/s	
substrate catalytic rate constant	R_ADSK		26.81	1/s	
substrate catalytic rate constant	R_SUCCt2_2pp		12.52	1/s	
substrate catalytic rate constant	R_HSDy		8.151	1/s	
substrate catalytic rate constant	R_CYSTL		94.96	1/s	
substrate catalytic rate constant	R_SHSL1		716900	1/s	
substrate catalytic rate constant	R_SULabcpp		76.64	1/s	
substrate catalytic rate constant	R_GLUtex		28.74	1/s	
substrate catalytic rate constant	R_AKGt2rpp		23.72	1/s	
substrate catalytic rate constant	R_XYLt2pp		5.515	1/s	
substrate catalytic rate constant	R_GLYCtex		8.943	1/s	
substrate catalytic rate constant	R_Htex		1153	1/s	
substrate catalytic rate constant	R_H2Otex		41.34	1/s	
substrate catalytic rate constant	R_O2tpp		0.184	1/s	
substrate catalytic rate constant	R_PYRt2rpp		10.75	1/s	
substrate catalytic rate constant	R_THD2pp		10.69	1/s	
substrate catalytic rate constant	R_TKT2		0.9613	1/s	
substrate catalytic rate constant	R_ATPS4rpp		6.154	1/s	
substrate catalytic rate constant	R_CO2tpp		368.8	1/s	
substrate catalytic rate constant	R_GK1		2.984	1/s	
substrate catalytic rate constant	R_GLCNtex		6.309	1/s	
substrate catalytic rate constant	R_GLNtex		83.86	1/s	
substrate catalytic rate constant	R_O2tex		0.1885	1/s	
substrate catalytic rate constant	R_D_LACtex		7.564	1/s	
substrate catalytic rate constant	R_GLCtex_copy1		12.86	1/s	
substrate catalytic rate constant	R_FUMt2_2pp		12.86	1/s	
substrate catalytic rate constant	R_PItex		85.26	1/s	
substrate catalytic rate constant	R_CYTBDpp		26.41	1/s	
substrate catalytic rate constant	R_CYTBD2pp		49.11	1/s	
substrate catalytic rate constant	R_ACALDtpp		10.31	1/s	
substrate catalytic rate constant	R_ACt2rpp		21.39	1/s	
substrate catalytic rate constant	R_METS		34.62	1/s	
substrate catalytic rate constant	R_EX_glyc__R_e		15.11	1/s	
substrate catalytic rate constant	R_FRUtex		11.96	1/s	
substrate catalytic rate constant	R_FUMtex		12.25	1/s	
substrate catalytic rate constant	R_PRASCSi		1630	1/s	
substrate catalytic rate constant	R_MTHFC		7.439	1/s	
substrate catalytic rate constant	R_MTHFD		5.165	1/s	
substrate catalytic rate constant	R_XYLtex		1.77	1/s	
substrate catalytic rate constant	R_FORtppi		8.703	1/s	
substrate catalytic rate constant	R_PYRtex		10.3	1/s	
substrate catalytic rate constant	R_SO4tex		12.33	1/s	
substrate catalytic rate constant	R_SUCCtex		52.76	1/s	
substrate catalytic rate constant	R_GRXR		16.65	1/s	
substrate catalytic rate constant	R_RNDR1b		36.76	1/s	
substrate catalytic rate constant	R_RNDR2b		28.26	1/s	
substrate catalytic rate constant	R_MALt2_2pp		14.87	1/s	
substrate catalytic rate constant	R_NH4tpp		30.74	1/s	
substrate catalytic rate constant	R_NH4tex		30.65	1/s	
substrate catalytic rate constant	R_RIBabcpp		15.88	1/s	
substrate catalytic rate constant	R_GLYCAt2rpp		7.084	1/s	
substrate catalytic rate constant	R_GLYCAtex		6.305	1/s	
substrate catalytic rate constant	R_GLYCtpp		15.16	1/s	
substrate catalytic rate constant	R_H2Otpp		41.53	1/s	
substrate catalytic rate constant	R_GLNabcpp		60.79	1/s	
substrate catalytic rate constant	R_CO2tex		363	1/s	
substrate catalytic rate constant	R_GLUt2rpp		25.69	1/s	
substrate catalytic rate constant	R_ACGK		38.61	1/s	
substrate catalytic rate constant	R_GNK		132.1	1/s	
substrate catalytic rate constant	R_GLUDy		72.92	1/s	
substrate catalytic rate constant	R_GLCNt2rpp		7.088	1/s	
substrate catalytic rate constant	R_GLCptspp		12.98	1/s	
substrate catalytic rate constant	R_EX_h2o_e		1.916	1/s	
substrate catalytic rate constant	R_HSTPT		5.829	1/s	
substrate catalytic rate constant	R_THDPS		0.4559	1/s	
substrate catalytic rate constant	R_ATPM		114.6	1/s	
substrate catalytic rate constant	R_THRD_L		24140	1/s	
substrate catalytic rate constant	R_ETOHtex		6.776	1/s	
substrate catalytic rate constant	R_RNDR2		230.3	1/s	
substrate catalytic rate constant	R_DHFR		0.6205	1/s	
substrate catalytic rate constant	R_PRAIi		78.06	1/s	
substrate catalytic rate constant	R_EX_mal__L_e		5.535	1/s	
substrate catalytic rate constant	R_TYRTA		6.766	1/s	
substrate catalytic rate constant	R_SHKK		247.4	1/s	
substrate catalytic rate constant	R_EX_so4_e		7.233	1/s	
substrate catalytic rate constant	R_GLUSy		16.69	1/s	
substrate catalytic rate constant	R_OMCDC		17.17	1/s	
substrate catalytic rate constant	R_IG3PS		189	1/s	
substrate catalytic rate constant	R_PDH		47.6	1/s	
substrate catalytic rate constant	R_MTHFR2		5.277	1/s	
substrate catalytic rate constant	R_EX_nh4_e		2.661	1/s	
substrate catalytic rate constant	R_DUTPDP		360.3	1/s	
substrate catalytic rate constant	R_NTP5		175.5	1/s	
substrate catalytic rate constant	R_FORt2pp		5.73	1/s	
substrate catalytic rate constant	R_EX_etoh_e		13.96	1/s	
substrate catalytic rate constant	R_GLNS		132.9	1/s	
substrate catalytic rate constant	R_ACGS		249.3	1/s	
substrate catalytic rate constant	R_SUCOAS		60.9	1/s	
substrate catalytic rate constant	R_PRAIS		28.14	1/s	
substrate catalytic rate constant	R_AACPS8		40.55	1/s	
substrate catalytic rate constant	R_AACPS9		54.1	1/s	
substrate catalytic rate constant	R_AACPS6		24.41	1/s	
substrate catalytic rate constant	R_AACPS7		32.2	1/s	
substrate catalytic rate constant	R_HISTP		25.53	1/s	
substrate catalytic rate constant	R_LDH_D		8.84	1/s	
substrate catalytic rate constant	R_KAS15		10.09	1/s	
substrate catalytic rate constant	R_T2DECAI		0.8694	1/s	
substrate catalytic rate constant	R_3OAS161		11.46	1/s	
substrate catalytic rate constant	R_DHQS		4589000	1/s	
substrate catalytic rate constant	R_EAR161x		11.44	1/s	
substrate catalytic rate constant	R_PGCD		44.36	1/s	
substrate catalytic rate constant	R_MALtex		15.74	1/s	
substrate catalytic rate constant	R_3OAS141		11.48	1/s	
substrate catalytic rate constant	R_3OAR121		7.483	1/s	
substrate catalytic rate constant	R_ADSL1r		1.238	1/s	
substrate catalytic rate constant	R_AICART		1.234	1/s	
substrate catalytic rate constant	R_D_LACt2pp		8.269	1/s	
substrate catalytic rate constant	R_RIBtex		11.46	1/s	
substrate catalytic rate constant	R_FRUpts2pp		12.21	1/s	
substrate catalytic rate constant	R_FORtex		12.72	1/s	
substrate catalytic rate constant	R_PFK		736.5	1/s	
substrate catalytic rate constant	R_PGM		127.3	1/s	
substrate catalytic rate constant	R_CYTBO3_4pp		7.696	1/s	
substrate catalytic rate constant	R_EAR141x		11.34	1/s	
substrate catalytic rate constant	R_EAR181x		13.64	1/s	
substrate catalytic rate constant	R_TPI		79.36	1/s	
substrate catalytic rate constant	R_RPI		50.5	1/s	
substrate catalytic rate constant	R_3OAR120		1.649	1/s	
substrate catalytic rate constant	R_3HAD80		20.34	1/s	
substrate catalytic rate constant	R_3HAD120		20.33	1/s	
substrate catalytic rate constant	R_EAR180x		13.34	1/s	
substrate catalytic rate constant	R_AKGtex		26.15	1/s	
substrate catalytic rate constant	R_SO4t2pp		6.588	1/s	
substrate catalytic rate constant	R_EAR180y		8.86	1/s	
substrate catalytic rate constant	R_ACONTb		9.043	1/s	
substrate catalytic rate constant	R_3HAD161		20.14	1/s	
substrate catalytic rate constant	R_SUCDi		308.6	1/s	
substrate catalytic rate constant	R_ASNS1		439.8	1/s	
substrate catalytic rate constant	R_EAR80y		9.036	1/s	
substrate catalytic rate constant	R_EAR120y		9.376	1/s	
substrate catalytic rate constant	R_3OAR181		9.088	1/s	
substrate catalytic rate constant	R_3HAD121		20.14	1/s	
substrate catalytic rate constant	R_EX_o2_e		713.7	1/s	
substrate catalytic rate constant	R_EAR140x		14.03	1/s	
substrate catalytic rate constant	R_3OAS181		12.01	1/s	
substrate catalytic rate constant	R_3OAS140		15.87	1/s	
substrate catalytic rate constant	R_3OAR140		1.648	1/s	
substrate catalytic rate constant	R_EAR160y		9.397	1/s	
substrate catalytic rate constant	R_3OAR160		1.651	1/s	
substrate catalytic rate constant	R_3HAD181		20.15	1/s	
substrate catalytic rate constant	R_EAR100y		9.442	1/s	
substrate catalytic rate constant	R_3OAR141		7.471	1/s	
substrate catalytic rate constant	R_3OAR161		7.449	1/s	
substrate catalytic rate constant	R_3HAD141		20.13	1/s	
substrate catalytic rate constant	R_EAR121x		11.37	1/s	
substrate catalytic rate constant	R_ACONTa		9.035	1/s	
substrate catalytic rate constant	R_3HAD40		20.28	1/s	
substrate catalytic rate constant	R_3OAS60		14.26	1/s	
substrate catalytic rate constant	R_3OAS160		13.99	1/s	
substrate catalytic rate constant	R_3OAR60		1.637	1/s	
substrate catalytic rate constant	R_3OAR80		1.638	1/s	
substrate catalytic rate constant	R_EAR100x		13.81	1/s	
substrate catalytic rate constant	R_EAR120x		13.71	1/s	
substrate catalytic rate constant	R_EAR160x		14.35	1/s	
substrate catalytic rate constant	R_EAR140y		9.463	1/s	
substrate catalytic rate constant	R_3OAS121		11.5	1/s	
substrate catalytic rate constant	R_3OAS80		14.47	1/s	
substrate catalytic rate constant	R_3OAS100		14.46	1/s	
substrate catalytic rate constant	R_3OAS120		14.5	1/s	
substrate catalytic rate constant	R_3OAR40		0.8284	1/s	
substrate catalytic rate constant	R_3OAR100		1.638	1/s	
substrate catalytic rate constant	R_3HAD60		20.48	1/s	
